"","time","posX","posY","orientation","mac","signal","rawTime","angle","posXY","medSignal","avgSignal","num","sdSignal","iqrSignal","dist"
"1074672",2006-02-19 13:54:46,33,4,225.7,"00:14:bf:3b:c7:c6",-66,1140378886122,225,"33-4",-65,-65.5454545454545,99,3.10454810301487,2,21.3138452654607
"1000188",2006-02-19 11:14:36,33,7,225.2,"00:14:bf:3b:c7:c6",-64,1140369276477,225,"33-7",-65,-65.2083333333333,96,1.64103091260962,2,22.451725991558
"1047281",2006-02-19 13:17:31,33,8,225.7,"00:14:bf:3b:c7:c6",-64,1140376651750,225,"33-8",-63,-64.0625,96,3.01509360943972,2,22.9058944378952
"316239",2006-02-11 07:53:32,4,3,225.8,"00:14:bf:3b:c7:c6",-57,1139666012345,225,"4-3",-60,-59.52,100,1.19324699196704,1,10.5394497010043
"584591",2006-02-11 14:00:08,4,7,224.4,"00:14:bf:3b:c7:c6",-61,1139688008824,225,"4-7",-63,-62.3838383838384,99,1.38289160750345,1,13.1711806608216
"628601",2006-02-11 14:57:50,4,8,225,"00:14:bf:3b:c7:c6",-60,1139691470732,225,"4-8",-61,-61.1290322580645,93,1.27027732723155,2,13.9312598138144
"331159",2006-02-11 08:10:10,5,3,225.3,"00:14:bf:3b:c7:c6",-58,1139667010996,225,"5-3",-59.5,-59.4042553191489,94,1.63509329539596,1.75,9.72008230417829
"577229",2006-02-11 13:53:17,5,7,224.5,"00:14:bf:3b:c7:c6",-58,1139687597502,225,"5-7",-58,-59.4639175257732,97,3.48527215481476,1,12.5251746494809
"621607",2006-02-11 14:52:03,5,8,226.2,"00:14:bf:3b:c7:c6",-59,1139691123342,225,"5-8",-58,-57.9417475728155,103,3.05769759183389,3.5,13.3221619867047
"338631",2006-02-11 08:16:48,6,3,225.7,"00:14:bf:3b:c7:c6",-56,1139667408056,225,"6-3",-56,-57.030612244898,98,2.76373451823275,4,8.93756118860173
"570151",2006-02-11 13:46:41,6,7,225.9,"00:14:bf:3b:c7:c6",-60,1139687201621,225,"6-7",-61,-61.0537634408602,93,2.70814227757801,4,11.9281180409988
"614160",2006-02-11 14:40:04,6,8,226.3,"00:14:bf:3b:c7:c6",-57,1139690404522,225,"6-8",-60,-60.5773195876289,97,2.14493129040299,4,12.7624449068351
"346139",2006-02-11 08:22:48,7,3,225,"00:14:bf:3b:c7:c6",-52,1139667768343,225,"7-3",-53,-53.1847826086956,92,1.68984912406753,2,8.20243866176395
"563353",2006-02-11 13:40:13,7,7,224.5,"00:14:bf:3b:c7:c6",-59,1139686813777,225,"7-7",-61,-61.1978021978022,91,1.29288463195703,1,11.3877126763894
"606847",2006-02-11 14:33:19,7,8,225.6,"00:14:bf:3b:c7:c6",-51,1139689999376,225,"7-8",-53,-54.1333333333333,90,2.76494915328017,3,12.2588743365776
"353671",2006-02-11 08:45:38,8,3,225.6,"00:14:bf:3b:c7:c6",-51,1139669138665,225,"8-3",-52,-52.0434782608696,92,2.99418132962702,4,7.52861208988748
"556160",2006-02-11 13:34:00,8,7,226.9,"00:14:bf:3b:c7:c6",-50,1139686440238,225,"8-7",-51,-52.6043956043956,91,3.09795316254358,5.5,10.912378292563
"599689",2006-02-11 14:26:41,8,8,225.3,"00:14:bf:3b:c7:c6",-55,1139689601195,225,"8-8",-54,-53.0288461538462,104,1.9078617664262,2,11.8186293621553
"360863",2006-02-11 08:51:34,9,3,225.8,"00:14:bf:3b:c7:c6",-50,1139669494035,225,"9-3",-50,-49.9655172413793,87,2.13742006983462,2,6.93397432934389
"395543",2006-02-11 09:48:21,9,4,224.8,"00:14:bf:3b:c7:c6",-58,1139672901276,225,"9-4",-53,-53.4673913043478,92,2.24073715773034,3,7.78973683766018
"486070",2006-02-11 12:00:15,9,7,225.7,"00:14:bf:3b:c7:c6",-52,1139680815106,225,"9-7",-51,-50.9659090909091,88,1.18853588707238,2,10.5109466747767
"520580",2006-02-11 12:40:47,9,8,225,"00:14:bf:3b:c7:c6",-49,1139683247746,225,"9-8",-53,-52.5148514851485,101,2.67437417496557,4,11.4490174250894
"6227",2006-02-11 01:42:10,0,0,270.1,"00:14:bf:3b:c7:c6",-70,1139643730137,270,"0-0",-68,-67.9313725490196,102,3.11896087011973,2,13.1026714833274
"30759",2006-02-11 02:09:35,0,1,269.9,"00:14:bf:3b:c7:c6",-67,1139645375200,270,"0-1",-68,-67.447619047619,105,2.6710015133371,3,13.3521533843796
"227329",2006-02-11 05:51:11,0,10,270.5,"00:14:bf:3b:c7:c6",-60,1139658671662,270,"0-10",-61,-63.2674418604651,86,4.63852009514356,2,18.1019335983756
"234522",2006-02-11 05:59:33,0,11,270.2,"00:14:bf:3b:c7:c6",-69,1139659173578,270,"0-11",-66,-66.1728395061728,81,1.56357062086103,2,18.8223271674891
"241752",2006-02-11 06:09:35,0,12,270,"00:14:bf:3b:c7:c6",-62,1139659775007,270,"0-12",-63,-62.9292929292929,99,0.939523601082118,1,19.567319693816
"248897",2006-02-11 06:22:23,0,13,270.4,"00:14:bf:3b:c7:c6",-71,1139660543555,270,"0-13",-69,-69.6071428571429,84,1.95132242550062,3,20.3342076314766
"55523",2006-02-11 02:31:22,0,2,270.1,"00:14:bf:3b:c7:c6",-65,1139646682646,270,"0-2",-64,-64.2959183673469,98,2.07691873118517,2,13.6704059925081
"80180",2006-02-11 02:51:44,0,3,270.5,"00:14:bf:3b:c7:c6",-65,1139647904358,270,"0-3",-68,-68.1028037383178,107,2.8778089786714,2,14.0527577364729
"105225",2006-02-11 03:10:44,0,4,269.9,"00:14:bf:3b:c7:c6",-64,1139649044897,270,"0-4",-63,-63.1,90,3.21530748874676,3,14.4941367455948
"205183",2006-02-11 05:29:35,0,7,270.1,"00:14:bf:3b:c7:c6",-64,1139657375237,270,"0-7",-63,-62.4166666666667,96,2.28342617303895,3,16.1207940251093
"212679",2006-02-11 05:36:15,0,8,270.3,"00:14:bf:3b:c7:c6",-65,1139657775858,270,"0-8",-62,-62.8314606741573,89,3.92901779033022,5,16.7475371323667
"219859",2006-02-11 05:43:53,0,9,270.2,"00:14:bf:3b:c7:c6",-63,1139658233595,270,"0-9",-64,-64.1530612244898,98,2.34345784173873,2,17.4091929738285
"14594",2006-02-11 01:53:03,1,0,269.7,"00:14:bf:3b:c7:c6",-66,1139644383662,270,"1-0",-62,-62.8555555555556,90,3.09969592967269,4,12.1276543486364
"39102",2006-02-11 02:17:05,1,1,270.9,"00:14:bf:3b:c7:c6",-64,1139645825028,270,"1-1",-64,-64.25,100,2.57954267342884,1,12.3967737738494
"175726",2006-02-11 04:40:53,1,10,270,"00:14:bf:3b:c7:c6",-71,1139654453331,270,"1-10",-66,-66.7244897959184,98,2.8889430601951,3,17.4091929738285
"183103",2006-02-11 04:48:30,1,11,269.8,"00:14:bf:3b:c7:c6",-68,1139654910483,270,"1-11",-69,-69.0760869565217,92,3.18386625033901,4,18.1570922782256
"190392",2006-02-11 05:03:56,1,12,269.5,"00:14:bf:3b:c7:c6",-66,1139655836497,270,"1-12",-67,-67.5050505050505,99,3.4117855082883,1.5,18.9282857121293
"197382",2006-02-11 05:15:53,1,13,270.1,"00:14:bf:3b:c7:c6",-68,1139656553710,270,"1-13",-69,-69.8913043478261,92,4.01496245993735,2,19.7200405679096
"63810",2006-02-11 02:38:05,1,2,269.4,"00:14:bf:3b:c7:c6",-64,1139647085731,270,"1-2",-66,-66.0679611650485,103,2.89103460659264,3,12.7389167514353
"88490",2006-02-11 02:58:05,1,3,269.8,"00:14:bf:3b:c7:c6",-65,1139648285186,270,"1-3",-67,-67.2857142857143,98,3.32438661887461,2,13.1483839311149
"113403",2006-02-11 03:16:37,1,4,270.9,"00:14:bf:3b:c7:c6",-61,1139649397611,270,"1-4",-65,-64.7096774193548,93,3.52500584384742,4,13.6191042289866
"129302",2006-02-11 03:48:26,1,5,270.5,"00:14:bf:3b:c7:c6",-68,1139651306394,270,"1-5",-68,-67.7835051546392,97,3.22175807377131,3,14.1449637680695
"144856",2006-02-11 04:03:59,1,6,270,"00:14:bf:3b:c7:c6",-71,1139652239916,270,"1-6",-66,-65.90625,96,4.20295165705947,6,14.7200543477258
"152692",2006-02-11 04:14:41,1,7,270.4,"00:14:bf:3b:c7:c6",-65,1139652881501,270,"1-7",-67,-68.469387755102,98,3.11366817727886,5,15.3388395910512
"160504",2006-02-11 04:22:22,1,8,270.2,"00:14:bf:3b:c7:c6",-64,1139653342809,270,"1-8",-64,-65.554347826087,92,3.36551395560616,6,15.9962495604438
"168025",2006-02-11 04:29:48,1,9,270.5,"00:14:bf:3b:c7:c6",-62,1139653788269,270,"1-9",-62,-62.4653465346535,101,1.17952835010985,1,16.6877200360025
"369003",2006-02-11 08:59:05,10,3,270.4,"00:14:bf:3b:c7:c6",-57,1139669945467,270,"10-3",-56,-55.8404255319149,94,1.79187648077424,2,6.44049687524185
"403046",2006-02-11 10:07:36,10,4,269.6,"00:14:bf:3b:c7:c6",-51,1139674056164,270,"10-4",-52,-51.7978723404255,94,1.63022385977821,2.75,7.35391052434009
"430321",2006-02-11 10:46:26,10,5,270.2,"00:14:bf:3b:c7:c6",-45,1139676386274,270,"10-5",-45,-45.25,96,0.894427190999916,1,8.28733974204027
"459036",2006-02-11 11:18:38,10,6,270.5,"00:14:bf:3b:c7:c6",-48,1139678318038,270,"10-6",-48,-47.9655172413793,87,0.841486445911499,2,9.23471710449216
"493836",2006-02-11 12:08:23,10,7,270.3,"00:14:bf:3b:c7:c6",-56,1139681303981,270,"10-7",-49,-48.8350515463918,97,1.66258090261255,3,10.1921538449927
"528396",2006-02-11 12:50:15,10,8,270.4,"00:14:bf:3b:c7:c6",-56,1139683815106,270,"10-8",-52,-52.505376344086,93,2.56914660130549,4,11.1570605447851
"375930",2006-02-11 09:10:15,11,3,270.8,"00:14:bf:3b:c7:c6",-50,1139670615865,270,"11-3",-50,-49.4757281553398,103,1.39919206515042,1,6.07289058027559
"409807",2006-02-11 10:21:11,11,4,270.4,"00:14:bf:3b:c7:c6",-58,1139674871671,270,"11-4",-51,-50.7474747474747,99,1.831378617234,2,7.03420215802759
"437317",2006-02-11 10:53:23,11,5,268.3,"00:14:bf:3b:c7:c6",-39,1139676803032,270,"11-5",-46,-44.0674157303371,89,3.45028902876592,8,8.0049984384758
"466065",2006-02-11 11:25:51,11,6,270.7,"00:14:bf:3b:c7:c6",-52,1139678751869,270,"11-6",-54,-51.5841584158416,101,5.19089072651828,10,8.98220462915425
"500574",2006-02-11 12:15:58,11,7,270.2,"00:14:bf:3b:c7:c6",-43,1139681758773,270,"11-7",-47,-46.4777777777778,90,3.88088886429755,4,9.96393496566492
"535686",2006-02-11 13:00:45,11,8,270.4,"00:14:bf:3b:c7:c6",-45,1139684445817,270,"11-8",-51,-50.3666666666667,90,1.6923489426889,2.75,10.9489725545368
"383013",2006-02-11 09:32:20,12,3,269.6,"00:14:bf:3b:c7:c6",-40,1139671940948,270,"12-3",-39,-39.2549019607843,102,0.726939529398462,1,5.85491246732178
"416934",2006-02-11 10:32:37,12,4,270.3,"00:14:bf:3b:c7:c6",-48,1139675557434,270,"12-4",-48,-46.7021276595745,94,3.08945409533524,5,6.84689710744948
"444477",2006-02-11 11:00:25,12,5,269.9,"00:14:bf:3b:c7:c6",-51,1139677225130,270,"12-5",-49.5,-49.9555555555556,90,4.17835812900023,8,7.84091831356506
"472910",2006-02-11 11:32:36,12,6,270.5,"00:14:bf:3b:c7:c6",-50,1139679156847,270,"12-6",-46,-47.4470588235294,85,2.49048609881753,4,8.83628881374981
"507459",2006-02-11 12:24:53,12,7,270.7,"00:14:bf:3b:c7:c6",-49,1139682293795,270,"12-7",-49,-49.9673913043478,92,2.99615536414209,3,9.83259884262548
"542721",2006-02-11 13:13:38,12,8,271.5,"00:14:bf:3b:c7:c6",-48,1139685218586,270,"12-8",-53,-53.0760869565217,92,2.96215579222471,3.25,10.8295890965447
"389605",2006-02-11 09:41:42,13,3,270.6,"00:14:bf:3b:c7:c6",-53,1139672502583,270,"13-3",-53,-52.4945054945055,91,0.993015904243525,1,5.80344725141876
"423464",2006-02-11 10:39:30,13,4,270.2,"00:14:bf:3b:c7:c6",-52,1139675970516,270,"13-4",-47,-49.8295454545455,88,4.81668935501738,9.25,6.80294054067798
"451762",2006-02-11 11:09:47,13,5,270.4,"00:14:bf:3b:c7:c6",-46,1139677787937,270,"13-5",-47,-46.7684210526316,95,1.27540257790326,2,7.80256368125246
"480058",2006-02-11 11:40:05,13,6,270.5,"00:14:bf:3b:c7:c6",-54,1139679605547,270,"13-6",-54,-53.8390804597701,87,2.33214923940264,2.5,8.80227243386616
"514442",2006-02-11 12:34:02,13,7,270.8,"00:14:bf:3b:c7:c6",-45,1139682842253,270,"13-7",-46,-46.8191489361702,94,3.58600255460945,6,9.80204060387428
"549810",2006-02-11 13:20:34,13,8,269.5,"00:14:bf:3b:c7:c6",-56,1139685634123,270,"13-8",-51,-52.7978723404255,94,4.36402642145802,7,10.8018516931126
"644432",2006-02-19 02:50:48,14,3,270,"00:14:bf:3b:c7:c6",-50,1140339048732,270,"14-3",-53,-51.639175257732,97,2.24622631229538,4,5.92283715798434
"1095869",2006-03-09 12:34:59,14,7,270,"00:14:bf:3b:c7:c6",-60,1141929299715,270,"14-7",-51,-52.7640449438202,89,3.875982197838,8,9.87319603775799
"1141227",2006-03-09 13:39:01,14,8,270.1,"00:14:bf:3b:c7:c6",-43,1141933141159,270,"14-8",-43,-43.1188118811881,101,1.08891807508987,2,10.8664621657649
"651285",2006-02-19 02:57:19,15,3,270.2,"00:14:bf:3b:c7:c6",-53,1140339439089,270,"15-3",-54,-54.2359550561798,89,1.19679944311819,2,6.20322496770833
"1102222",2006-03-09 12:46:15,15,7,269.8,"00:14:bf:3b:c7:c6",-47,1141929975265,270,"15-7",-54,-55.3586956521739,92,3.56904124700711,6,10.0439036235918
"1147608",2006-03-09 13:44:53,15,8,270.4,"00:14:bf:3b:c7:c6",-56,1141933493221,270,"15-8",-52,-52.25,96,1.63514042532326,2,11.0217965867639
"658093",2006-02-19 03:05:59,16,3,269.8,"00:14:bf:3b:c7:c6",-58,1140339959117,270,"16-3",-54,-55.1764705882353,85,2.01881902410811,4,6.62419806467168
"1108666",2006-03-09 12:57:43,16,7,270.1,"00:14:bf:3b:c7:c6",-53,1141930663440,270,"16-7",-56.5,-56.7666666666667,90,3.92643017671068,8,10.3092191750879
"1153953",2006-03-09 13:50:55,16,8,269.6,"00:14:bf:3b:c7:c6",-48,1141933855759,270,"16-8",-47,-47.3829787234043,94,0.881181794172547,1,11.264102272263
"664697",2006-02-19 03:14:33,17,3,270.5,"00:14:bf:3b:c7:c6",-59,1140340473929,270,"17-3",-56.5,-56.81,100,1.86782972424894,2,7.16100551598726
"1115069",2006-03-09 13:07:11,17,7,271.2,"00:14:bf:3b:c7:c6",-55,1141931231792,270,"17-7",-56,-57.4197530864198,81,3.55620653762849,7,10.6620823482095
"1160264",2006-03-09 14:12:42,17,8,270.8,"00:14:bf:3b:c7:c6",-59,1141935162889,270,"17-8",-57,-56.53,100,1.45959036733052,2.25,11.5879247494968
"671222",2006-02-19 03:23:21,18,3,270.3,"00:14:bf:3b:c7:c6",-51,1140341001139,270,"18-3",-52,-53.34375,96,2.54156240798533,5,7.78973683766018
"1121483",2006-03-09 13:13:41,18,7,270.6,"00:14:bf:3b:c7:c6",-51,1141931621252,270,"18-7",-51,-51.0481927710843,83,1.82732387598695,2,11.0941425986869
"1166918",2006-03-09 14:18:52,18,8,271,"00:14:bf:3b:c7:c6",-58,1141935532912,270,"18-8",-58,-59.1530612244898,98,2.81143482763292,3,11.9866592510174
"677930",2006-02-19 03:30:06,19,3,270.7,"00:14:bf:3b:c7:c6",-56,1140341406276,270,"19-3",-56,-58.1538461538462,91,3.771009522729,7,8.48999411071645
"1127972",2006-03-09 13:22:37,19,7,269.3,"00:14:bf:3b:c7:c6",-64,1141932157558,270,"19-7",-62,-61.6966292134831,89,2.52444635866426,4,11.5965512114594
"1173537",2006-03-09 14:30:21,19,8,269.8,"00:14:bf:3b:c7:c6",-56,1141936221720,270,"19-8",-55,-55.6138613861386,101,2.96300623364077,3,12.4531120608465
"22517",2006-02-11 02:01:28,2,0,270.9,"00:14:bf:3b:c7:c6",-68,1139644888057,270,"2-0",-64,-65.5773195876289,97,4.58674505946753,5,11.1570605447851
"47505",2006-02-11 02:24:06,2,1,269.5,"00:14:bf:3b:c7:c6",-65,1139646246346,270,"2-1",-62,-62.659793814433,97,2.11091704962038,3,11.4490174250894
"286764",2006-02-11 07:21:39,2,10,269.9,"00:14:bf:3b:c7:c6",-62,1139664099926,270,"2-10",-64,-63.5714285714286,91,1.77728167681157,2,16.7475371323667
"294337",2006-02-11 07:27:23,2,11,270.4,"00:14:bf:3b:c7:c6",-67,1139664443187,270,"2-11",-64,-64.3917525773196,97,2.04917006081592,3,17.5236982398123
"301799",2006-02-11 07:35:58,2,12,270.8,"00:14:bf:3b:c7:c6",-60,1139664958519,270,"2-12",-60,-64.0588235294118,102,5.57189469421321,10,18.3215719849581
"309495",2006-02-11 07:46:05,2,13,270.9,"00:14:bf:3b:c7:c6",-67,1139665565669,270,"2-13",-64,-64.8468468468468,111,2.71426600893132,0,19.1384429878713
"71883",2006-02-11 02:45:13,2,2,270.2,"00:14:bf:3b:c7:c6",-69,1139647513777,270,"2-2",-65.5,-66.3409090909091,88,2.81982457935014,3,11.8186293621553
"96907",2006-02-11 03:04:02,2,3,270.5,"00:14:bf:3b:c7:c6",-65,1139648642220,270,"2-3",-64,-64.3854166666667,96,1.80857484845282,3,12.2588743365776
"121272",2006-02-11 03:40:16,2,4,270.1,"00:14:bf:3b:c7:c6",-62,1139650816364,270,"2-4",-63,-62.6067415730337,89,1.72954261904498,2,12.7624449068351
"136954",2006-02-11 03:56:24,2,5,270.1,"00:14:bf:3b:c7:c6",-71,1139651784312,270,"2-5",-68,-68.2164948453608,97,3.70592657139579,4,13.3221619867047
"256848",2006-02-11 06:33:23,2,6,270,"00:14:bf:3b:c7:c6",-68,1139661203069,270,"2-6",-68,-67.8488372093023,86,2.52291820697179,2,13.9312598138144
"264252",2006-02-11 06:41:21,2,7,270.4,"00:14:bf:3b:c7:c6",-73,1139661681679,270,"2-7",-68,-68.7173913043478,92,2.01274011989954,3,14.5835523793073
"271550",2006-02-11 06:55:00,2,8,270.4,"00:14:bf:3b:c7:c6",-64,1139662500922,270,"2-8",-65,-65.4022988505747,87,1.76173652515591,2,15.2735064736294
"279526",2006-02-11 07:09:18,2,9,270.4,"00:14:bf:3b:c7:c6",-63,1139663358256,270,"2-9",-64,-63.6020408163265,98,1.7629625717084,1,15.9962495604438
"684701",2006-02-19 03:36:49,20,3,270.1,"00:14:bf:3b:c7:c6",-65,1140341809337,270,"20-3",-62,-62.1546391752577,97,2.45942153677092,3,9.24553946506098
"1134580",2006-03-09 13:32:53,20,7,270,"00:14:bf:3b:c7:c6",-62,1141932773052,270,"20-7",-63,-62.7291666666667,96,1.53196926358247,2,12.1605920908482
"1180000",2006-03-09 14:38:16,20,8,269.9,"00:14:bf:3b:c7:c6",-61,1141936696053,270,"20-8",-61,-61.530612244898,98,1.8400139042093,2,12.9799845916704
"691698",2006-02-19 04:15:56,21,3,269.3,"00:14:bf:3b:c7:c6",-57,1140344156708,270,"21-3",-58,-60.3440860215054,93,4.77879060481769,10,10.0439036235918
"732876",2006-02-19 04:58:53,21,4,269.9,"00:14:bf:3b:c7:c6",-61,1140346733617,270,"21-4",-62,-62.5977011494253,87,2.06555229460376,3,10.6526991884686
"774152",2006-02-19 05:56:27,21,5,270.3,"00:14:bf:3b:c7:c6",-64,1140350187384,270,"21-5",-61,-62.7065217391304,92,4.00422316478095,7,11.3172434806361
"808219",2006-02-19 06:34:46,21,6,270.3,"00:14:bf:3b:c7:c6",-61,1140352486884,270,"21-6",-60,-59.4298245614035,114,2.40563239618735,4,12.0282999630039
"842621",2006-02-19 07:51:58,21,7,270.5,"00:14:bf:3b:c7:c6",-59,1140357118194,270,"21-7",-67,-66.6262626262626,99,2.18335941578269,2.5,12.7781062759706
"883977",2006-02-19 08:53:22,21,8,270,"00:14:bf:3b:c7:c6",-63,1140360802540,270,"21-8",-64,-64.0693069306931,101,1.5508541242978,2,13.5602359861471
"698551",2006-02-19 04:22:22,22,3,270.3,"00:14:bf:3b:c7:c6",-61,1140344542152,270,"22-3",-60,-60.40625,96,2.13530781708029,2,10.875660899458
"739752",2006-02-19 05:05:29,22,4,270.2,"00:14:bf:3b:c7:c6",-56,1140347129421,270,"22-4",-57,-56.6530612244898,98,2.06143799682882,3,11.4402797168601
"780854",2006-02-19 06:06:26,22,5,270.1,"00:14:bf:3b:c7:c6",-61,1140350786014,270,"22-5",-61.5,-61.2446808510638,94,1.97667130978856,2,12.0615090266517
"815039",2006-02-19 06:40:38,22,6,270.4,"00:14:bf:3b:c7:c6",-57,1140352838002,270,"22-6",-55,-54.6923076923077,91,1.5179833675879,3,12.7310643702716
"849478",2006-02-19 07:59:01,22,7,270.1,"00:14:bf:3b:c7:c6",-62,1140357541848,270,"22-7",-63,-63.6530612244898,98,3.35556789427962,6,13.4417260796372
"890904",2006-02-19 09:03:05,22,8,270.8,"00:14:bf:3b:c7:c6",-63,1140361385720,270,"22-8",-64,-64.5,96,1.806421294919,2,14.1873182807746
"705421",2006-02-19 04:29:10,23,3,270.3,"00:14:bf:3b:c7:c6",-70,1140344950849,270,"23-3",-70,-70.06,100,1.50299364569179,2,11.7337121150981
"746675",2006-02-19 05:12:22,23,4,270.6,"00:14:bf:3b:c7:c6",-63,1140347542619,270,"23-4",-59,-59.7473684210526,95,3.64069323844223,4.5,12.2588743365776
"787667",2006-02-19 06:14:42,23,5,270.3,"00:14:bf:3b:c7:c6",-60,1140351282861,270,"23-5",-59,-58.9545454545455,88,1.22154124343159,1,12.8405607354196
"821851",2006-02-19 07:07:07,23,6,270.2,"00:14:bf:3b:c7:c6",-57,1140354427337,270,"23-6",-63,-62.09375,96,3.02299302713474,3,13.4714512952391
"856411",2006-02-19 08:06:01,23,7,271.2,"00:14:bf:3b:c7:c6",-60,1140357961322,270,"23-7",-62,-61.46875,96,1.96791701258489,3,14.1449637680695
"897747",2006-02-19 09:11:25,23,8,270.7,"00:14:bf:3b:c7:c6",-60,1140361885596,270,"23-8",-63,-61.855421686747,83,2.25849361689882,4,14.8553020837679
"712267",2006-02-19 04:35:41,24,3,270.4,"00:14:bf:3b:c7:c6",-67,1140345341890,270,"24-3",-61,-61.1111111111111,99,2.89577062771634,2,12.612692020342
"753645",2006-02-19 05:19:04,24,4,270.1,"00:14:bf:3b:c7:c6",-59,1140347944084,270,"24-4",-58,-57.5567010309278,97,1.86507971324814,2,13.1026714833274
"794560",2006-02-19 06:21:48,24,5,270.7,"00:14:bf:3b:c7:c6",-66,1140351708287,270,"24-5",-66,-65.436170212766,94,1.79340794487411,2.75,13.6484431346583
"828683",2006-02-19 07:19:34,24,6,270.3,"00:14:bf:3b:c7:c6",-54,1140355174736,270,"24-6",-59,-60.64,100,4.20081762123383,1,14.2435950518119
"863326",2006-02-19 08:28:32,24,7,270.3,"00:14:bf:3b:c7:c6",-62,1140359312467,270,"24-7",-59,-60.2921348314607,89,2.65946956088056,5,14.8822041378285
"904594",2006-02-19 09:19:19,24,8,270.4,"00:14:bf:3b:c7:c6",-63,1140362359697,270,"24-8",-64,-66.0098039215686,102,4.65331798591116,8,15.5589202710214
"719063",2006-02-19 04:41:57,25,3,269.6,"00:14:bf:3b:c7:c6",-65,1140345717746,270,"25-3",-64.5,-65.1170212765958,94,3.83211214670432,5.75,13.5085158326146
"760294",2006-02-19 05:25:31,25,4,270.5,"00:14:bf:3b:c7:c6",-65,1140348331112,270,"25-4",-68,-67.7954545454545,88,0.984466608706086,2,13.9671042095346
"870271",2006-02-19 08:35:57,25,7,270,"00:14:bf:3b:c7:c6",-61,1140359757211,270,"25-7",-61,-61.2159090909091,88,1.92651709817784,3,15.6486421136148
"911501",2006-02-19 09:26:11,25,8,269.9,"00:14:bf:3b:c7:c6",-63,1140362771547,270,"25-8",-68,-68.3118279569892,93,3.28692566358072,4,16.2935570088302
"725913",2006-02-19 04:52:29,26,3,270.2,"00:14:bf:3b:c7:c6",-57,1140346349713,270,"26-3",-56,-56.0851063829787,94,1.44920871600314,2,14.4180442501748
"767326",2006-02-19 05:32:15,26,4,270.2,"00:14:bf:3b:c7:c6",-69,1140348735018,270,"26-4",-63,-65.0631578947368,95,4.38762894898292,8,14.8485689546165
"801438",2006-02-19 06:28:07,26,5,270.5,"00:14:bf:3b:c7:c6",-57,1140352087779,270,"26-5",-57,-57.1797752808989,89,1.39448424607947,1,15.3323188070168
"835707",2006-02-19 07:35:58,26,6,270.5,"00:14:bf:3b:c7:c6",-59,1140356158910,270,"26-6",-59,-59.7446808510638,94,3.20596275849809,2.75,15.8644256120416
"877157",2006-02-19 08:44:28,26,7,270.4,"00:14:bf:3b:c7:c6",-62,1140360268494,270,"26-7",-62.5,-62.5232558139535,86,2.50987107325806,3,16.4401946460497
"918520",2006-02-19 09:33:34,26,8,270.1,"00:14:bf:3b:c7:c6",-64,1140363214951,270,"26-8",-64,-64.4368932038835,103,1.89772775849054,1,17.0552044842623
"925576",2006-02-19 09:43:42,27,3,270.5,"00:14:bf:3b:c7:c6",-76,1140363822793,270,"27-3",-59,-59.4111111111111,90,2.73098922047434,1,15.3388395910512
"960117",2006-02-19 10:24:41,27,7,269.7,"00:14:bf:3b:c7:c6",-60,1140366281350,270,"27-7",-64,-64.4705882352941,102,2.66887406212136,4,17.2534054609518
"1007878",2006-02-19 11:30:44,27,8,270.4,"00:14:bf:3b:c7:c6",-60,1140370244674,270,"27-8",-63,-62.0588235294118,102,2.38320663177533,4,17.8404035828789
"932486",2006-02-19 09:50:47,28,3,270.3,"00:14:bf:3b:c7:c6",-71,1140364247883,270,"28-3",-66,-66.2156862745098,102,3.09143643430275,5,16.2689889052762
"967018",2006-02-19 10:34:53,28,7,270.1,"00:14:bf:3b:c7:c6",-67,1140366893608,270,"28-7",-63,-63.3333333333333,96,2.17965070435207,2,18.0853531898053
"1014546",2006-02-19 11:41:06,28,8,270.2,"00:14:bf:3b:c7:c6",-66,1140370866881,270,"28-8",-66,-65.8818181818182,110,1.7647507721318,2,18.6461792332907
"939467",2006-02-19 09:58:16,29,3,270.4,"00:14:bf:3b:c7:c6",-66,1140364696627,270,"29-3",-66,-66.2095238095238,105,2.66276041736635,4,17.20697532979
"973929",2006-02-19 10:42:19,29,7,270.7,"00:14:bf:3b:c7:c6",-71,1140367339188,270,"29-7",-70,-69.8409090909091,88,2.1057467271723,2,18.9335680736622
"1021391",2006-02-19 11:49:53,29,8,270.9,"00:14:bf:3b:c7:c6",-65,1140371393306,270,"29-8",-63,-63.2111111111111,90,1.57576052224653,2,19.4699768875055
"320076",2006-02-11 08:00:13,3,3,270.3,"00:14:bf:3b:c7:c6",-62,1139666413530,270,"3-3",-62,-61.531914893617,94,1.89907803131496,2,11.3877126763894
"593111",2006-02-11 14:07:10,3,7,271.5,"00:14:bf:3b:c7:c6",-72,1139688430898,270,"3-7",-69,-69.1919191919192,99,1.37526819408009,2,13.8592929112563
"637282",2006-02-11 15:05:09,3,8,270.5,"00:14:bf:3b:c7:c6",-65,1139691909172,270,"3-8",-65,-64.4158415841584,101,2.40111360302953,3,14.5835523793073
"946372",2006-02-19 10:05:14,30,3,269.9,"00:14:bf:3b:c7:c6",-68,1140365114161,270,"30-3",-69,-68.8265306122449,98,1.72922430738143,2,18.1515839529227
"980724",2006-02-19 10:50:58,30,7,269.9,"00:14:bf:3b:c7:c6",-64,1140367858753,270,"30-7",-62,-63.8490566037736,106,3.25369373344376,5,19.7959591836314
