"","date","pce","pop","psavert","uempmed","unemploy","resid_mod1","lag1"
"320",1994-02-01,4632.6,262123,6.5,9.2,8583,-662.609579555501,-690.581660126893
"321",1994-03-01,4646,262352,6.8,9.3,8470,-671.130626365065,-662.609579555501
"322",1994-04-01,4671.1,262631,6.4,9.1,8331,-672.737927936543,-671.130626365065
"323",1994-05-01,4669.5,262877,7.6,9.2,7915,-697.886301365158,-672.737927936543
"324",1994-06-01,4708.9,263152,6.9,9.3,7927,-684.810702555683,-697.886301365158
"325",1994-07-01,4720.6,263436,7,9,7946,-700.296629603351,-684.810702555683
"326",1994-08-01,4762.6,263724,6.5,8.9,7933,-685.865457031974,-700.296629603351
"327",1994-09-01,4775,264017,6.8,9.2,7734,-701.512909936788,-685.865457031974
"328",1994-10-01,4812.9,264301,7.1,10,7632,-690.798836984457,-701.512909936788
"329",1994-11-01,4825.6,264559,7,9,7375,-702.795911555931,-690.798836984457
"330",1994-12-01,4841.6,264804,7.2,8.7,7230,-710.248559889307,-702.795911555931
"331",1995-01-01,4851.2,265044,7.5,8,7375,-723.622582746493,-710.248559889307
"332",1995-02-01,4850.8,265270,7.8,8.1,7187,-745.656454270342,-723.622582746493
"333",1995-03-01,4885.4,265495,7.5,8.3,7153,-732.594600698954,-745.656454270342
"334",1995-04-01,4890.2,265755,6.9,8.3,7645,-752.683125460905,-732.594600698954
"335",1995-05-01,4933.1,265998,7.1,9.1,7430,-733.044323603804,-752.683125460905
"336",1995-06-01,4977.5,266270,6.7,7.9,7427,-714.681549508614,-733.044323603804
"337",1995-07-01,4970.2,266557,7.1,8.5,7527,-749.454651841999,-714.681549508614
"338",1995-08-01,5005.3,266843,6.7,8.3,7484,-741.732029080144,-749.454651841999
"339",1995-09-01,5020.5,267152,6.8,7.9,7478,-756.11108350877,-741.732029080144
"340",1995-10-01,5013.9,267456,7.1,8.2,7328,-791.811512461205,-756.11108350877
"341",1995-11-01,5055.6,267715,6.6,8,7426,-774.904312127917,-791.811512461205
"342",1995-12-01,5097.5,267943,6.1,8.3,7423,-754.829633842244,-774.904312127917
"343",1996-01-01,5085.7,268151,6.7,8.3,7491,-786.540453651804,-754.829633842244
"344",1996-02-01,5132.8,268364,6.7,7.8,7313,-759.829898937556,-786.540453651804
"345",1996-03-01,5173.3,268595,6.6,8.3,7318,-741.442395937597,-759.829898937556
"346",1996-04-01,5208,268853,5.7,8.6,7415,-731.439470509071,-741.442395937597
"347",1996-05-01,5223.8,269108,6.7,8.6,7423,-740.04936979483,-731.439470509071
"348",1996-06-01,5229.8,269386,7.1,8.3,7095,-760.66094627107,-740.04936979483
"349",1996-07-01,5251.9,269667,6.7,8.3,7337,-765.459698033025,-760.66094627107
"350",1996-08-01,5275,269976,6.6,8.4,6882,-771.93875246165,-765.459698033025
"351",1996-09-01,5296.6,270284,6.7,8.5,6979,-779.822081795038,-771.93875246165
"352",1996-10-01,5328.5,270581,6.4,8.3,7031,-776.352435080805,-779.822081795038
"353",1996-11-01,5351.2,270878,6.4,7.7,7236,-782.082788366572,-776.352435080805
"354",1996-12-01,5378.6,271125,6.4,7.8,7253,-778.326886890424,-782.082788366572
"355",1997-01-01,5411.1,271360,6.2,7.8,7158,-768.322284271418,-778.326886890424
"356",1997-02-01,5434,271585,6.2,8.1,7102,-766.96043070003,-768.322284271418
"357",1997-03-01,5454.2,271821,6.4,7.9,7000,-769.351553176262,-766.96043070003
"358",1997-04-01,5459.3,272083,6.5,8.3,6873,-789.331528128689,-769.351553176262
"359",1997-05-01,5460.2,272342,6.8,8,6655,-813.224327795402,-789.331528128689
"360",1997-06-01,5494.2,272622,6.6,8,6799,-806.027354462118,-813.224327795402
"361",1997-07-01,5548.8,272912,6.1,8.3,6655,-779.187632081217,-806.027354462118
"362",1997-08-01,5587,273237,6,7.8,6608,-772.098288033655,-779.187632081217
"363",1997-09-01,5601.7,273553,6.2,8.2,6656,-787.647418128949,-772.098288033655
"364",1997-10-01,5637.7,273852,6.2,7.7,6454,-780.269221605193,-787.647418128949
"365",1997-11-01,5661.1,274126,6.4,7.6,6308,-783.097897700478,-780.269221605193
"366",1997-12-01,5692.1,274372,6.4,7.5,6476,-775.646271129093,-783.097897700478
"367",1998-01-01,5689.9,274626,7.4,7.4,6368,-802.160445319615,-775.646271129093
"368",1998-02-01,5723.8,274838,7.4,7,6306,-788.554165510128,-802.160445319615
"369",1998-03-01,5750.3,275047,7.5,6.8,6422,-782.060710414927,-788.554165510128
"370",1998-04-01,5788.1,275304,7.2,6.7,5941,-768.862059891163,-782.060710414927
"371",1998-05-01,5837.9,275564,6.9,6,6047,-743.950584653114,-768.862059891163
"372",1998-06-01,5871.7,275836,6.8,6.9,6212,-736.187810557924,-743.950584653114
"373",1998-07-01,5890,276115,6.9,6.7,6259,-744.595112129402,-736.187810557924
"374",1998-08-01,5925,276418,6.8,6.8,6179,-738.599815986598,-744.595112129402
"375",1998-09-01,5965.6,276714,6.4,6.7,6300,-726.334444177126,-738.599815986598
"376",1998-10-01,5998.8,277003,6.2,5.8,6280,-720.798996700987,-726.334444177126
"377",1998-11-01,6015.4,277277,6.3,6.6,6100,-730.427672796274,-720.798996700987
"378",1998-12-01,6070.5,277526,5.8,6.8,6032,-699.163221510604,-730.427672796274
"379",1999-01-01,6072.9,277790,6.4,6.9,5976,-722.034646653508,-699.163221510604
"380",1999-02-01,6101.8,277992,6.2,6.8,6111,-712.471115891638,-722.034646653508
"381",1999-03-01,6132.9,278198,5.9,6.8,5783,-701.090485510723,-712.471115891638
"382",1999-04-01,6196.2,278451,5.2,6.2,6004,-662.008934606005,-701.090485510723
"383",1999-05-01,6225.7,278717,4.9,6.5,5796,-657.971809939385,-662.008934606005
"384",1999-06-01,6254,279001,4.8,6.3,5951,-656.857736987054,-657.971809939385
"385",1999-07-01,6281.5,279295,4.8,5.8,6025,-657.500914987107,-656.857736987054
"386",1999-08-01,6326.5,279602,4.7,6.5,5838,-641.888519225256,-657.500914987107
"387",1999-09-01,6378.8,279903,4.2,6,5915,-618.401772891976,-641.888519225256
"388",1999-10-01,6402.1,280203,4.6,6.1,5778,-623.819301463457,-618.401772891976
"389",1999-11-01,6437.9,280471,4.8,6.2,5716,-613.673626987314,-623.819301463457
"390",1999-12-01,6538.7,280716,4.4,5.8,5653,-536.326275320691,-613.673626987314
"391",2000-01-01,6535.3,280976,5.4,5.8,5708,-564.614800082642,-536.326275320691
"392",2000-02-01,6619.7,281190,4.8,6.1,5858,-500.699970463632,-564.614800082642
"393",2000-03-01,6685.8,281409,4.5,6,5733,-455.563766320813,-500.699970463632
"394",2000-04-01,6671.1,281653,5,6.1,5481,-493.620689558951,-455.563766320813
"395",2000-05-01,6707.6,281877,4.9,5.8,5758,-478.563110892325,-493.620689558951
"396",2000-06-01,6743.9,282126,4.9,5.7,5651,-466.098659606655,-478.563110892325
"397",2000-07-01,6764.1,282385,5.2,6,5747,-470.691459273367,-466.098659606655
"398",2000-08-01,6799.1,282653,5.2,6.3,5853,-461.345784797223,-470.691459273367
"399",2000-09-01,6882.9,282932,4.5,5.2,5625,-404.253086368702,-461.345784797223
"400",2000-10-01,6888.2,283201,4.6,6.1,5534,-424.703136987797,-404.253086368702
"401",2000-11-01,6902.4,283453,4.5,6.1,5639,-434.625860987842,-424.703136987797
"402",2000-12-01,6945.7,283696,4.2,6,5634,-414.587059130742,-434.625860987842
"403",2001-01-01,6977,283920,4.8,5.8,6023,-404.729480464115,-414.587059130742
"404",2001-02-01,6995.8,284137,4.9,6.1,6089,-406.701826130819,-404.729480464115
"405",2001-03-01,6987.9,284350,5.3,6.6,6141,-434.991271416571,-406.701826130819
"406",2001-04-01,7001.2,284581,5,5.9,6271,-443.803768416612,-434.991271416571
"407",2001-05-01,7047.1,284810,4.5,6.3,6226,-419.824815226176,-443.803768416612
"408",2001-06-01,7060.7,285062,4.5,6,6484,-430.347539226221,-419.824815226176
"409",2001-07-01,7072.2,285309,5.6,6.8,6583,-442.491637750074,-430.347539226221
"410",2001-08-01,7108.9,285570,6.8,6.9,7042,-430.775887607263,-442.491637750074
"411",2001-09-01,7012.8,285843,7,7.2,7142,-553.008838607311,-430.775887607263
"412",2001-10-01,7208.4,286098,3.4,7.3,7694,-381.818737893071,-553.008838607311
"413",2001-11-01,7167.9,286341,4.1,7.7,8003,-445.579936035971,-381.818737893071
"414",2001-12-01,7147.7,286570,4.5,8.2,8258,-487.700982845535,-445.579936035971
"415",2002-01-01,7174.3,286788,6.1,8.4,8182,-481.969053607478,-487.700982845535
"416",2002-02-01,7218.3,286994,5.8,8.3,8215,-457.688423226562,-481.969053607478
"417",2002-03-01,7237.2,287190,5.9,8.4,8304,-457.550541893264,-457.688423226562
"418",2002-04-01,7305.4,287397,5.8,8.9,8599,-409.165636607586,-457.550541893264
"419",2002-05-01,7282.7,287623,6.5,9.5,8399,-453.499508131436,-409.165636607586
"420",2002-06-01,7318.2,287864,6.4,11,8393,-441.069256083859,-453.499508131436
"421",2002-07-01,7380.4,288105,5.5,8.9,8390,-401.939004036282,-441.069256083859
"422",2002-08-01,7401.5,288360,5.4,9,8304,-405.248903322042,-401.939004036282
"423",2002-09-01,7391,288618,5.7,9.5,8251,-440.445977893516,-405.248903322042
"424",2002-10-01,7430.7,288870,5.7,9.6,8307,-424.86870189356,-440.445977893516
"425",2002-11-01,7459.7,289106,5.7,9.3,8520,-418.459824369792,-424.86870189356
"426",2002-12-01,7512.8,289313,5.5,9.6,8640,-385.174919084115,-418.459824369792
"427",2003-01-01,7533.1,289518,5.5,9.6,8520,-384.49856360796,-385.174919084115
"428",2003-02-01,7535.9,289714,5.6,9.5,8618,-400.460682274662,-384.49856360796
"429",2003-03-01,7598.4,289911,5.3,9.7,8588,-356.818526036602,-400.460682274662
"430",2003-04-01,7621,290125,5.3,10.2,8842,-354.703696417591,-356.818526036602
"431",2003-05-01,7628.1,290346,5.8,9.9,8957,-368.758942465249,-354.703696417591
"432",2003-06-01,7678.6,290584,5.6,11.5,9266,-341.041515131958,-368.758942465249
"433",2003-07-01,7738.2,290820,6.3,10.3,9011,-304.032637608191,-341.041515131958
"434",2003-08-01,7834.5,291072,6,10.1,8896,-231.855361608235,-304.032637608191
"435",2003-09-01,7835,291321,5.2,10.2,8921,-255.190910322565,-231.855361608235
"436",2003-10-01,7845.7,291574,5.3,10.4,8732,-268.709359417848,-255.190910322565
"437",2003-11-01,7899.6,291807,5.4,10.3,8576,-237.113306608364,-268.709359417848
"438",2003-12-01,7929.2,292008,5.4,10.4,8317,-226.754050751258,-237.113306608364
"439",2004-01-01,7987.4,292192,5,10.6,8370,-186.1674682751,-226.754050751258
"440",2004-02-01,8019.8,292368,5,10.2,8167,-170.615085037035,-186.1674682751
"441",2004-03-01,8076,292561,4.9,10.2,8491,-132.890028418022,-170.615085037035
"442",2004-04-01,8088.6,292779,5.3,9.5,8170,-141.158099179965,-132.890028418022
"443",2004-05-01,8163.2,292997,5.3,9.9,8212,-87.4261699419088,-141.158099179965
"444",2004-06-01,8147.2,293223,5.8,11,8286,-125.060041465758,-87.4261699419088
"445",2004-07-01,8218.9,293463,5.3,8.9,8136,-76.3340643229433,-125.060041465758
"446",2004-08-01,8253.1,293719,5.2,9.2,7990,-66.6396887039404,-76.3340643229433
"447",2004-09-01,8321.1,293971,4.6,9.6,7927,-22.7624127039848,-66.6396887039404
"448",2004-10-01,8374.6,294230,4.5,9.5,8061,5.94478762930278,-22.7624127039848
"449",2004-11-01,8420.6,294466,4.1,9.7,7932,29.3536651530707,5.94478762930278
"450",2004-12-01,8481.5,294694,6.9,9.5,7934,68.428343438744,29.3536651530707
"451",2005-01-01,8470.2,294914,3.7,9.4,7784,36.0688224863245,68.428343438744
"452",2005-02-01,8529.2,295105,3.4,9.2,7980,76.7853292958149,36.0688224863245
"453",2005-03-01,8569.5,295287,3.6,9.3,7737,99.6633619624484,76.7853292958149
"454",2005-04-01,8645.6,295490,3.1,9,7672,156.33116762908,99.6633619624484
"455",2005-05-01,8643.9,295704,3.5,9.1,7651,134.145997248089,156.33116762908
"456",2005-06-01,8724.8,295936,2.9,9,7524,192.837775152809,134.145997248089
"457",2005-07-01,8829.5,296186,2.2,8.8,7406,273.606501343242,192.837775152809
"458",2005-08-01,8832.4,296440,2.7,9.2,7345,252.192327152721,273.606501343242
"459",2005-09-01,8885.8,296707,2.7,8.4,7553,280.033726724101,252.192327152721
"460",2005-10-01,8926.6,296972,3.1,8.6,7453,295.466576485961,280.033726724101
"461",2005-11-01,8938.5,297207,3.5,8.5,7566,284.871179104967,295.466576485961
"462",2005-12-01,8969.6,297431,3.7,8.7,7279,294.528757771594,284.871179104967
"463",2006-01-01,9059.8,297647,4.2,8.6,7064,364.052137200126,294.528757771594
"464",2006-02-01,9090.1,297854,4.2,9.1,7184,374.537042485805,364.052137200126
"465",2006-03-01,9122.1,298060,4.2,8.7,7072,386.817672866721,374.537042485805
"466",2006-04-01,9174.8,298281,4,8.4,7120,418.362426819062,386.817672866721
"467",2006-05-01,9215.1,298496,3.8,8.5,6980,438.081531342835,418.362426819062
"468",2006-06-01,9240.8,298739,4,7.3,7001,440.520333199933,438.081531342835
"469",2006-07-01,9322.6,298996,3.4,8,7175,497.718983723699,440.520333199933
"470",2006-08-01,9321.8,299263,3.6,8.4,7091,471.360383295079,497.718983723699
"471",2006-09-01,9354.7,299554,3.6,8,6847,476.404380580743,471.360383295079
"472",2006-10-01,9373.2,299835,3.6,7.9,6727,468.005628818788,476.404380580743
"473",2006-11-01,9380.2,300094,3.9,8.3,6872,450.212829152076,468.005628818788
"474",2006-12-01,9469,300340,3.7,7.5,6762,515.46445572346,450.212829152076
"475",2007-01-01,9516.3,300574,3.7,8.3,7116,540.364783437704,515.46445572346
"476",2007-02-01,9546.8,300802,4.1,8.5,6927,549.039461723378,540.364783437704
"477",2007-03-01,9585.1,301021,4.4,9.1,6731,566.375665866198,549.039461723378
"478",2007-04-01,9615.7,301254,4.2,8.6,6850,574.671718675681,566.375665866198
"479",2007-05-01,9651.3,301483,4,8.2,6766,588.350671866115,574.671718675681
"480",2007-06-01,9667.3,301739,3.8,7.7,6979,579.845047485117,588.350671866115
"481",2007-07-01,9709.6,302004,3.7,8.7,7149,596.777897246976,579.845047485117
"482",2007-08-01,9753.9,302267,3.4,8.8,7067,615.902197199311,596.777897246976
"483",2007-09-01,9797.9,302546,3.5,8.7,7170,633.194895627832,615.902197199311
"484",2007-10-01,9827,302807,3.4,8.4,7237,637.310645770644,633.194895627832
"485",2007-11-01,9897.8,303054,3.1,8.6,7240,684.46654724679,637.310645770644
"486",2007-12-01,9908.4,303287,3.6,8.4,7645,672.762600056273,684.46654724679
"487",2008-01-01,9930,303506,3.7,9,7685,673.398804199091,672.762600056273
"488",2008-02-01,9913.4,303711,4.1,8.7,7497,637.175159675246,673.398804199091
"489",2008-03-01,9959.4,303907,4,8.7,7822,664.413041008544,637.175159675246
"490",2008-04-01,9996.8,304117,3.4,9.4,7637,681.710771008507,664.413041008544
"491",2008-05-01,10053.8,304323,7.8,7.9,8395,718.991401389422,681.710771008507
"492",2008-06-01,10107.9,304556,5.5,9,8575,750.787454198905,718.991401389422
"493",2008-07-01,10104.7,304798,4.4,9.7,8937,724.421981151246,750.787454198905
"494",2008-08-01,10094.7,305045,3.8,9.7,9438,690.777882627391,724.421981151246
"495",2008-09-01,10043.5,305309,4.7,10.2,9494,614.306457484487,690.777882627391
"496",2008-10-01,9960.3,305554,5.5,10.4,10074,507.65380915111,614.306457484487
"497",2008-11-01,9820.8,305786,6.4,9.8,10538,345.945587055831,507.65380915111
"498",2008-12-01,9730.7,306004,6.4,10.5,11286,234.977516293889,345.945587055831
"499",2009-01-01,9783.8,306208,6.2,10.7,12058,268.54959686528,234.977516293889
"500",2009-02-01,9766,306402,5.5,11.7,12898,232.178928389056,268.54959686528
"501",2009-03-01,9718.5,306588,5.9,12.3,13426,166.874060674738,232.178928389056
"502",2009-04-01,9724.8,306787,6.8,13.1,13853,154.124766722321,166.874060674738
"503",2009-05-01,9748.9,306984,8.2,14.2,14499,159.366922960381,154.124766722321
"504",2009-06-01,9806.9,307206,6.7,17.2,14707,196.115951817486,159.366922960381
"505",2009-07-01,9841.7,307439,6,16,14601,208.612004626969,196.115951817486
"506",2009-08-01,9961,307685,4.9,16.3,14814,304.363631198353,208.612004626969
"507",2009-09-01,9883.4,307946,5.9,17.8,15009,201.779381341164,304.363631198353
"508",2009-10-01,9931.9,308189,5.4,18.9,15352,227.018183198264,201.779381341164
"509",2009-11-01,9940.5,308418,5.9,19.8,15219,213.6971363887,227.018183198264
"510",2009-12-01,9998.9,308633,5.9,20.1,15098,251.51624091247,213.6971363887
"511",2010-01-01,10001.8,308833,6.1,20,15046,235.271221864816,251.51624091247
"512",2010-02-01,10030.6,309027,5.8,19.9,15113,245.500553388592,235.271221864816
"513",2010-03-01,10089.1,309212,5.7,20.4,15202,286.291410769512,245.500553388592
"514",2010-04-01,10112.9,309191.211,6.4,22.1,15325,312.081439774419,286.291410769512
"515",2010-05-01,10131,309369.053,7,22.3,14849,313.157497387054,312.081439774419
"516",2010-06-01,10151.4,309548.502,6.9,25.2,14474,316.379724771644,313.157497387054
"517",2010-07-01,10184.7,309745.698,6.8,22.3,14512,330.80311889104,316.379724771644
"518",2010-08-01,10228.2,309957.775,6.9,21,14648,354.002027868189,330.80311889104
"519",2010-09-01,10249,310176.466,6.7,20.3,14579,353.867811065435,354.002027868189
"520",2010-10-01,10304.7,310399.958,6.6,21.2,14516,388.174018080447,353.867811065435
"521",2010-11-01,10354.7,310595.764,6.6,21,15081,419.430470082218,388.174018080447
"522",2010-12-01,10392.1,310781.705,7.1,21.9,14348,439.031250148519,419.430470082218
"523",2011-01-01,10435.5,310960.74,7.4,21.5,14013,465.293107722537,439.031250148519
"524",2011-02-01,10470.1,311113.376,7.6,21.1,13820,485.282012085749,465.293107722537
"525",2011-03-01,10550.5,311265.404,7,21.5,13737,551.129117306866,485.282012085749
"526",2011-04-01,10587.6,311436.238,6.9,20.9,13957,571.876016386928,551.129117306866
"527",2011-05-01,10612,311607.08,6.9,21.6,13855,579.92214966623,571.876016386928
"528",2011-06-01,10636.8,311791.223,7.2,22.4,13962,587.095043453769,579.92214966623
"529",2011-07-01,10677.5,311997.049,7.3,22,13763,608.092330001257,587.095043453769
"530",2011-08-01,10700.6,312205.367,7.2,22.4,13818,611.25106961141,608.092330001257
"531",2011-09-01,10738.1,312429.118,6.8,22,13948,627.332483826752,611.25106961141
"532",2011-10-01,10753.1,312644.159,6.8,20.6,13594,621.747663621621,627.332483826752
"533",2011-11-01,10759.5,312829.523,7,20.8,13302,610.403677067874,621.747663621621
"534",2011-12-01,10772.2,313009.712,7.8,20.5,13093,605.855067881985,610.403677067874
"535",2012-01-01,10862.1,313183.179,8,20.8,12797,679.149922786286,605.855067881985
"536",2012-02-01,10953.5,313338.977,8,19.7,12813,755.636144398353,679.149922786286
"537",2012-03-01,10951.8,313499.369,8.5,19.2,12713,738.582604922896,755.636144398353
"538",2012-04-01,10979.7,313667.127,8.7,19.1,12646,750.423954395917,738.582604922896
"539",2012-05-01,10968.6,313830.53,8.8,19.9,12660,723.682186658693,750.423954395917
"540",2012-06-01,10946.3,314017.594,9.1,20.4,12692,683.475467443045,723.682186658693
"541",2012-07-01,10977.2,314210.786,8.2,17.5,12656,695.88214484377,683.475467443045
"542",2012-08-01,11004.1,314422.341,8,18.4,12471,702.531022320638,695.88214484377
"543",2012-09-01,11061.5,314646.749,8.2,18.8,12115,738.449545148408,702.531022320638
"544",2012-10-01,11099.8,314853.978,8.8,19.9,12124,756.912529387276,738.449545148408
"545",2012-11-01,11136.8,315053.863,9.7,18.6,12005,774.778518725572,756.912529387276
"546",2012-12-01,11140.5,315232.752,12,17.7,12298,761.354352163498,774.778518725572
"547",2013-01-01,11202.8,315389.595,6.3,15.8,12471,808.640541051042,761.354352163498
"548",2013-02-01,11239.6,315520.143,5.8,17.2,11950,832.943821317875,808.640541051042
"549",2013-03-01,11227.1,315662.224,5.9,17.6,11689,806.843104061326,832.943821317875
"550",2013-04-01,11205.4,315817.855,6.4,17.1,11760,770.245311764299,806.843104061326
"551",2013-05-01,11244.6,315983.654,6.7,17.1,11654,793.574186698889,770.245311764299
"552",2013-06-01,11268.8,316171.042,6.8,17,11751,799.836452552375,793.574186698889
"553",2013-07-01,11296.7,316358.778,6.6,16.2,11335,809.765406072727,799.836452552375
"554",2013-08-01,11329.2,316580.327,6.7,16.5,11279,821.057606947783,809.765406072727
"555",2013-09-01,11366.9,316806.125,6.8,16.5,11270,837.14307189317,821.057606947783
"556",2013-10-01,11419.8,317022.27,6.3,16.3,11136,869.352571182892,837.14307189317
"557",2013-11-01,11487.6,317228.026,6.2,17.1,10787,917.456558487047,869.352571182892
"558",2013-12-01,11517.9,317411.551,6.4,17.3,10404,930.188610383446,917.456558487047
"559",2014-01-01,11512.5,317593.923,7.1,15.4,10202,907.331033314649,930.188610383446
"560",2014-02-01,11566.2,317753.883,7.3,15.9,10349,945.718847080338,907.331033314649
"561",2014-03-01,11643,317917.203,7.4,15.8,10380,1006.88502452602,945.718847080338
"562",2014-04-01,11702.6,318089.218,7.4,15.7,9702,1050.01887226861,1006.88502452602
"563",2014-05-01,11748.4,318269.505,7.4,14.6,9859,1078.56088202339,1050.01887226861
"564",2014-06-01,11817,318464.152,7.4,13.8,9460,1128.52827941054,1078.56088202339
"565",2014-07-01,11860.5,318662.368,7.5,13.1,9608,1153.05403393279,1128.52827941054
"566",2014-08-01,11944.3,318893.786,7.2,12.9,9599,1214.70152384294,1153.05403393279
"567",2014-09-01,11957.4,319125.296,7.4,13.4,9262,1205.64020704433,1214.70152384294
"568",2014-10-01,12023,319353.734,7.2,13.6,8990,1249.37295773829,1205.64020704433
"569",2014-11-01,12051.4,319564.209,7.3,13,9090,1257.62521831802,1249.37295773829
"570",2014-12-01,12062,319746.157,7.6,12.9,8717,1250.8082286896,1257.62521831802
"571",2015-01-01,12046,319928.646,7.7,13.2,8903,1217.33945178466,1250.8082286896
"572",2015-02-01,12082.4,320074.511,7.9,12.9,8610,1239.77651076773,1217.33945178466
"573",2015-03-01,12158.3,320230.786,7.4,12,8504,1300.71707150937,1239.77651076773
"574",2015-04-01,12193.8,320402.295,7.6,11.5,8526,1319.79935615015,1300.71707150937
